<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,is_bullish_marubozu,is_bearish_marubozu,is_morning_star,is_evening_star,is_bullish_engulfing,is_bearish_engulfing,is_hammer,is_hanging_man,is_piercing,is_dark_cloud
2011.03.02,1.37755,1.38897,1.37447,1.38633,73548,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.03.03,1.38633,1.39728,1.38329,1.39596,74667,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.04,1.39596,1.40052,1.39418,1.39863,59009,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.03.07,1.39921,1.40354,1.3955,1.39682,74128,0.0,5,False,False,False,False,False,False,False,False,False,True
2011.03.08,1.39682,1.39881,1.38622,1.39023,70216,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.03.09,1.39021,1.39411,1.38553,1.39045,70488,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.10,1.39046,1.39236,1.37748,1.37999,74343,0.0,8,False,False,False,False,False,True,False,False,False,False
2011.03.11,1.37994,1.39147,1.37519,1.39016,70765,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.03.14,1.39507,1.40026,1.39043,1.39935,73056,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.15,1.39941,1.40123,1.3855,1.39714,88130,0.0,8,False,False,False,False,False,False,False,True,False,True
2011.03.16,1.3971,1.40003,1.38665,1.39121,88893,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.17,1.39126,1.40518,1.38691,1.40152,90125,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.03.18,1.40156,1.41831,1.39801,1.41793,76710,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.21,1.41808,1.42395,1.41411,1.42138,61146,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.22,1.4214,1.42479,1.41788,1.41884,62172,0.0,8,False,False,False,False,False,False,False,False,False,True
2011.03.23,1.41881,1.4214,1.40767,1.40988,73682,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.24,1.40991,1.42189,1.40534,1.41802,69038,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.03.25,1.41798,1.4193,1.40548,1.40868,64533,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.03.28,1.40463,1.41149,1.40204,1.40819,59764,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.29,1.40825,1.41484,1.40469,1.41084,61395,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.03.30,1.41082,1.41464,1.40516,1.41253,68572,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.03.31,1.41253,1.42319,1.41157,1.41736,70342,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.01,1.41733,1.42448,1.40614,1.42344,66888,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.04,1.42312,1.42677,1.41925,1.42177,60730,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.05,1.42177,1.42445,1.41511,1.42183,60321,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.04.06,1.42184,1.43483,1.4217,1.43299,65951,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.07,1.43298,1.43355,1.42424,1.43037,69292,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.08,1.43037,1.44869,1.42908,1.44823,68944,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.11,1.4453,1.44825,1.44205,1.44313,60639,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.12,1.44316,1.45183,1.4377,1.44774,76607,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.13,1.44782,1.45193,1.4413,1.44404,71254,0.0,8,False,False,False,False,False,False,False,False,False,True
2011.04.14,1.44404,1.45141,1.43647,1.4486,73134,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.15,1.44858,1.45029,1.43905,1.44285,66841,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.18,1.44162,1.44199,1.41574,1.42273,76174,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.19,1.42273,1.4352,1.42051,1.43307,70718,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.20,1.4331,1.45437,1.43278,1.45211,75032,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.21,1.45213,1.46478,1.4505,1.45501,70127,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.22,1.45499,1.45873,1.45339,1.45597,33966,0.0,10,False,False,False,False,False,False,False,False,False,False
2011.04.25,1.45604,1.46259,1.45251,1.45784,55412,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.26,1.45785,1.46559,1.44929,1.46467,64063,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.04.27,1.46468,1.47946,1.46321,1.47711,71297,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.04.28,1.4771,1.48809,1.47705,1.48232,71480,14575658000.0,8,False,False,False,False,False,False,False,False,False,False
2011.04.29,1.48231,1.48772,1.48034,1.48062,49280,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.02,1.48249,1.49012,1.47632,1.48218,65803,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.05.03,1.48225,1.48885,1.47542,1.48205,67531,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.05.04,1.48205,1.49385,1.47748,1.48285,73499,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.05.05,1.4828,1.48989,1.45096,1.45409,79035,0.0,10,False,False,False,False,False,False,False,False,False,False
2011.05.06,1.45411,1.45873,1.43117,1.43149,89714,0.0,10,False,False,False,False,False,False,False,False,False,False
2011.05.09,1.43656,1.44407,1.42548,1.43567,87290,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.05.10,1.43566,1.44118,1.427,1.44101,88979,0.0,9,False,False,False,False,True,False,False,False,False,False
2011.05.11,1.44102,1.44224,1.4172,1.41997,76054,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.12,1.41993,1.4276,1.41229,1.42402,68235,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.13,1.42405,1.43388,1.40672,1.4117,56326,0.0,9,False,False,False,False,False,False,False,False,False,False
2011.05.16,1.40753,1.42437,1.40478,1.41604,66876,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.05.17,1.41605,1.42379,1.41202,1.42354,61456,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.18,1.42351,1.42862,1.41946,1.42504,35193,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.19,1.42499,1.43246,1.42058,1.4308,36135,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.20,1.43077,1.43451,1.41321,1.41573,35440,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.23,1.41318,1.41429,1.39692,1.40465,40286,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.24,1.40476,1.41327,1.4002,1.41022,38134,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.25,1.41023,1.41177,1.4013,1.40814,52747,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.26,1.40815,1.42062,1.40674,1.41347,121309,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.27,1.41346,1.43216,1.41242,1.43173,93816,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.05.30,1.43099,1.43099,1.42567,1.42857,56185,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.05.31,1.42854,1.44236,1.42844,1.43945,76025,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.01,1.43947,1.44579,1.43075,1.43294,80961,0.0,8,False,False,False,False,False,False,False,False,False,True
2011.06.02,1.43291,1.45121,1.43239,1.44906,72620,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.06.03,1.44907,1.4642,1.44524,1.46327,56239,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.06,1.46269,1.46571,1.4557,1.45777,69705,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.07,1.45773,1.46955,1.45634,1.46871,60283,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.08,1.46872,1.46932,1.4564,1.45775,57299,0.0,8,False,False,False,False,False,False,False,False,False,True
2011.06.09,1.45776,1.46455,1.44775,1.45118,47895,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.10,1.45127,1.45501,1.43223,1.43458,48621,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.06.13,1.4327,1.44295,1.43208,1.44157,81129,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.14,1.4416,1.44971,1.43785,1.44425,74697,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.15,1.44427,1.44506,1.4156,1.41622,75794,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.06.16,1.41628,1.42184,1.40731,1.42149,98789,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.17,1.42147,1.43382,1.41274,1.42858,83098,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.20,1.42747,1.43265,1.4191,1.43078,80630,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.06.21,1.43077,1.44315,1.43067,1.43977,80988,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.06.22,1.43978,1.44407,1.4332,1.4335,83539,0.0,8,False,False,False,False,False,False,False,False,False,True
2011.06.23,1.43358,1.43372,1.41265,1.42634,82159,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.06.24,1.42637,1.43055,1.41416,1.41865,78903,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.06.27,1.41875,1.42924,1.41023,1.42872,82561,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.06.28,1.4287,1.43959,1.42366,1.43672,79870,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.06.29,1.43668,1.44466,1.4338,1.44342,70381,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.06.30,1.44342,1.45364,1.44268,1.44906,73936,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.01,1.44908,1.45501,1.44359,1.45246,67242,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.04,1.45366,1.45769,1.44953,1.45388,61750,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.07.05,1.45391,1.4553,1.44025,1.44231,76518,0.0,6,False,False,False,False,False,True,False,False,False,False
2011.07.06,1.4423,1.44657,1.42858,1.43158,76199,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.07,1.43157,1.43733,1.42214,1.43577,73025,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.07.08,1.43578,1.43679,1.42059,1.42632,79165,0.0,7,False,False,False,False,False,True,False,False,False,False
2011.07.11,1.42236,1.42266,1.39858,1.40469,91629,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.12,1.40465,1.40607,1.38371,1.3971,108622,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.13,1.39712,1.4238,1.39512,1.4238,99713,0.0,7,True,False,False,False,False,False,False,False,False,False
2011.07.14,1.42382,1.42808,1.41156,1.41454,96044,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.15,1.41454,1.41979,1.40919,1.41566,78557,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.18,1.41208,1.41339,1.40138,1.41035,155099,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.07.19,1.41035,1.4216,1.40687,1.41537,110672,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.20,1.41533,1.42391,1.41331,1.42208,72833,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.21,1.42202,1.44375,1.41388,1.44193,88744,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.22,1.44193,1.44369,1.43241,1.4358,73399,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.25,1.43997,1.4406,1.43247,1.43772,74980,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.07.26,1.43768,1.45244,1.43571,1.45137,78968,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.07.27,1.45134,1.4535,1.4339,1.43674,76808,7081862000.0,6,False,False,False,False,False,False,False,False,False,False
2011.07.28,1.43674,1.43999,1.42544,1.43273,88495,34997499000.0,7,False,False,False,False,False,False,False,False,False,False
2011.07.29,1.43273,1.44128,1.42293,1.43945,82935,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.01,1.43607,1.44526,1.41843,1.42533,86600,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.02,1.42535,1.42822,1.4151,1.41919,86356,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.03,1.41903,1.4366,1.41425,1.4363,88352,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.04,1.43631,1.43671,1.40862,1.4092,106316,46180586000.0,8,False,False,False,False,False,False,False,False,False,False
2011.08.05,1.40921,1.42972,1.40553,1.42804,108678,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.08,1.43705,1.44006,1.41303,1.41628,119420,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.09,1.4163,1.43967,1.41521,1.4391,129294,0.0,6,True,False,False,False,False,False,False,False,False,False
2011.08.10,1.4391,1.44006,1.41608,1.41615,107593,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.08.11,1.41614,1.42912,1.41039,1.42353,118172,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.08.12,1.42357,1.42899,1.41495,1.42479,93555,0.0,4,False,False,False,False,False,False,True,False,False,False
2011.08.15,1.42639,1.44748,1.42635,1.44482,88724,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.16,1.44483,1.44709,1.43538,1.43988,95147,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.17,1.4399,1.45167,1.4325,1.4425,92149,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.18,1.44244,1.44508,1.42711,1.43223,93938,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.19,1.43221,1.44507,1.42585,1.4395,97672,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.22,1.43735,1.44339,1.4347,1.43571,85245,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.23,1.4357,1.44987,1.43527,1.44346,85962,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.24,1.44347,1.44806,1.43798,1.44081,84902,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.08.25,1.4408,1.44738,1.43283,1.43709,79829,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.26,1.4371,1.45008,1.43291,1.44984,82280,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.08.29,1.44916,1.45482,1.44657,1.45228,75191,30329667000.0,7,False,False,False,False,False,False,False,False,False,False
2011.08.30,1.45228,1.45328,1.43841,1.44308,96072,122468000000.0,8,False,False,False,False,False,False,False,False,False,False
2011.08.31,1.44308,1.44688,1.43584,1.43725,93216,98660437316.0,8,False,False,False,False,False,False,False,False,False,False
2011.09.01,1.43725,1.43767,1.42262,1.42615,83686,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.09.02,1.42614,1.4287,1.41839,1.42037,80132,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.09.05,1.41571,1.41726,1.40584,1.40636,82639,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.06,1.40637,1.42544,1.39733,1.4001,100638,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.07,1.40007,1.41476,1.40001,1.40838,94976,0.0,7,False,False,False,False,True,False,False,False,False,False
2011.09.08,1.40839,1.40888,1.3872,1.39015,97398,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.09.09,1.39015,1.3936,1.36272,1.36532,104141,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.12,1.35783,1.3692,1.34989,1.36604,117773,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.13,1.36603,1.37385,1.35582,1.36782,111128,0.0,6,False,False,False,False,False,False,True,False,False,False
2011.09.14,1.36782,1.37826,1.35909,1.37406,113708,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.15,1.37401,1.39359,1.37031,1.3881,105969,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.16,1.38809,1.38835,1.37536,1.37941,95834,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.19,1.36761,1.37196,1.35868,1.36742,101440,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.20,1.36745,1.37432,1.35927,1.37007,112022,0.0,6,False,False,False,False,False,False,True,False,False,False
2011.09.21,1.37004,1.37953,1.35578,1.35871,112465,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.09.22,1.35865,1.36001,1.33856,1.34549,124341,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.09.23,1.34549,1.35663,1.34188,1.34974,119062,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.26,1.35078,1.35492,1.33624,1.35268,124551,0.0,7,False,False,False,False,False,False,True,False,False,False
2011.09.27,1.35268,1.36668,1.34793,1.35849,112088,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.09.28,1.35849,1.36892,1.35228,1.35245,109597,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.09.29,1.35247,1.36774,1.35194,1.35824,114179,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.09.30,1.35831,1.36001,1.33837,1.33846,104660,0.0,4,False,True,False,False,False,True,False,False,False,False
2011.10.03,1.33447,1.33808,1.31635,1.31899,112427,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.04,1.31901,1.33681,1.31458,1.33365,122484,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.05,1.33363,1.33826,1.32599,1.33472,113635,0.0,4,False,False,False,False,False,False,True,False,False,False
2011.10.06,1.33466,1.345,1.32417,1.34274,107650,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.07,1.34275,1.35241,1.33607,1.33755,119619,0.0,2,False,False,False,False,False,False,False,False,False,True
2011.10.10,1.33863,1.36975,1.33774,1.36349,94215,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.11,1.36353,1.36828,1.35654,1.36489,100139,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.12,1.36493,1.38325,1.35824,1.37759,102879,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.13,1.37759,1.38251,1.36852,1.37716,103352,0.0,7,False,False,False,False,False,False,False,True,False,False
2011.10.14,1.37716,1.38936,1.37231,1.3878,97421,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.17,1.38782,1.39137,1.37241,1.37346,97300,0.0,7,False,False,False,False,False,True,False,False,False,False
2011.10.18,1.37349,1.38163,1.36526,1.37331,106548,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.19,1.37336,1.38681,1.37247,1.37579,104641,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.20,1.37578,1.38412,1.36565,1.37759,109672,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.21,1.37759,1.39004,1.37043,1.38917,101192,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.24,1.38686,1.39557,1.38222,1.39314,102017,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.25,1.39316,1.39588,1.38492,1.39079,104531,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.10.26,1.39081,1.3974,1.37997,1.38941,105800,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.27,1.38943,1.4246,1.38641,1.41844,113922,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.28,1.41843,1.42001,1.41331,1.41453,96320,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.10.31,1.41501,1.41695,1.38287,1.38594,107043,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.01,1.38592,1.38702,1.36085,1.3696,114733,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.02,1.36963,1.38265,1.36362,1.37473,111203,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.03,1.37473,1.38541,1.36563,1.38128,111165,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.04,1.38128,1.38655,1.37111,1.37898,99631,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.07,1.3816,1.38166,1.36814,1.37643,98464,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.08,1.37647,1.38464,1.37242,1.38287,94554,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.11.09,1.38283,1.3858,1.35218,1.35227,109069,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.11.10,1.35238,1.36518,1.34837,1.36082,107189,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.11.11,1.36086,1.37944,1.35778,1.37672,85393,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.14,1.37759,1.37919,1.35914,1.3621,98914,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.15,1.3621,1.36402,1.34961,1.35252,101149,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.16,1.35249,1.3556,1.34286,1.34547,108063,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.17,1.34552,1.35392,1.34213,1.34688,112227,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.18,1.34683,1.36136,1.3447,1.35222,101063,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.11.21,1.35214,1.35398,1.343,1.34855,100507,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.22,1.34854,1.35678,1.34687,1.35157,96054,0.0,4,False,False,False,False,False,False,False,False,True,False
2011.11.23,1.3516,1.35304,1.33201,1.33464,98239,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.24,1.33459,1.34109,1.3316,1.334,79708,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.11.25,1.33401,1.33441,1.32119,1.32375,85351,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.11.28,1.33095,1.33981,1.32725,1.33121,94847,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.11.29,1.33121,1.34412,1.3285,1.33321,94820,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.11.30,1.33318,1.35302,1.32587,1.34392,92600,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.12.01,1.34392,1.352,1.34177,1.34599,89678,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.12.02,1.34601,1.35449,1.33625,1.33898,72990,0.0,6,False,False,False,False,False,True,False,False,False,False
2011.12.05,1.34094,1.34851,1.33748,1.33943,82004,0.0,4,False,False,False,False,False,False,False,False,False,False
2011.12.06,1.33939,1.34271,1.33333,1.34021,86817,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.07,1.34018,1.3453,1.33508,1.34158,82663,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.08,1.34155,1.34569,1.32882,1.33433,84746,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.12.09,1.3343,1.34327,1.3281,1.33842,82663,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.12,1.33636,1.33759,1.31623,1.31665,81427,0.0,7,False,True,False,False,False,False,False,False,False,False
2011.12.13,1.31665,1.32356,1.30086,1.30335,86806,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.12.14,1.30334,1.30635,1.29462,1.29829,92199,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.12.15,1.29829,1.30489,1.29566,1.30197,82393,0.0,7,False,False,False,False,False,False,False,False,False,False
2011.12.16,1.30195,1.30834,1.2995,1.30419,75805,0.0,8,False,False,False,False,False,False,False,False,False,False
2011.12.19,1.30328,1.3043,1.29828,1.29961,66031,0.0,3,False,False,False,False,False,False,False,False,False,False
2011.12.20,1.29951,1.31314,1.2995,1.30805,64887,0.0,4,False,False,False,False,True,False,False,False,False,False
2011.12.21,1.30811,1.31956,1.30254,1.30438,83421,0.0,3,False,False,False,False,False,False,False,False,False,False
2011.12.22,1.30438,1.31183,1.30171,1.30507,73989,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.23,1.30503,1.30946,1.30259,1.30451,61183,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.26,1.30487,1.30813,1.30487,1.3054,21539,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.27,1.30537,1.30824,1.30422,1.30676,51089,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.12.28,1.30677,1.30791,1.29116,1.29362,66973,0.0,5,False,False,False,False,False,False,False,False,False,False
2011.12.29,1.29362,1.29641,1.28577,1.29505,75936,0.0,6,False,False,False,False,False,False,False,False,False,False
2011.12.30,1.29501,1.29981,1.29039,1.29565,71042,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.02,1.29443,1.29681,1.29168,1.29338,40489,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.03,1.29337,1.30762,1.29316,1.30509,82261,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.04,1.30509,1.30719,1.28974,1.29361,80553,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.05,1.29359,1.29434,1.27702,1.27904,92272,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.06,1.27907,1.28121,1.26972,1.27188,78126,0.0,6,False,False,False,False,False,False,False,False,False,False
2012.01.09,1.26923,1.27848,1.26661,1.27686,81621,0.0,5,False,False,False,False,False,False,False,False,True,False
2012.01.10,1.27682,1.28174,1.27424,1.27708,76875,0.0,6,False,False,False,False,False,False,False,False,False,False
2012.01.11,1.27708,1.27893,1.26619,1.27075,83512,0.0,6,False,False,False,False,False,False,False,False,False,False
2012.01.12,1.2708,1.28442,1.26994,1.28136,84400,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.13,1.28135,1.28778,1.26241,1.26754,90371,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.16,1.26383,1.26873,1.26254,1.265,71891,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.17,1.26501,1.2808,1.26488,1.27401,88013,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.18,1.27402,1.28673,1.27337,1.2853,90963,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.19,1.28529,1.29713,1.2839,1.29666,86901,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.20,1.29664,1.29854,1.28873,1.29298,76943,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.23,1.28808,1.30521,1.28807,1.3013,80895,0.0,4,False,False,False,False,False,False,False,False,False,False
2012.01.24,1.30131,1.30618,1.29534,1.30303,76125,0.0,4,False,False,False,False,False,False,False,False,False,False
2012.01.25,1.30302,1.31199,1.29307,1.30987,82577,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.26,1.3099,1.31832,1.30896,1.31045,76345,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.27,1.31044,1.3233,1.3077,1.32189,83190,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.30,1.32148,1.32206,1.30767,1.31403,80908,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.01.31,1.31404,1.32126,1.30427,1.30879,85860,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.02.01,1.30881,1.32168,1.30257,1.31698,87590,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.02.02,1.31697,1.31959,1.30854,1.31446,83784,0.0,4,False,False,False,False,False,False,False,False,False,False
2012.02.03,1.31445,1.31989,1.30657,1.31561,80714,0.0,4,False,False,False,False,False,False,False,False,False,False
2012.02.06,1.31211,1.31409,1.30278,1.3123,83160,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.02.07,1.31229,1.32692,1.30891,1.32613,88933,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.02.08,1.32612,1.32878,1.32207,1.32508,83107,0.0,5,False,False,False,False,False,False,False,False,False,False
2012.02.09,1.32507,1.33199,1.32148,1.32847,87966,0.0,6,False,False,False,False,False,False,False,False,False,False
